MSFT,0.0
AMZN,0.11274
KO,0.0
MA,0.0
COST,0.45278
LUV,0.0
XOM,0.0
PFE,0.0
JPM,0.0
UNH,0.28125
ACN,0.0
DIS,0.0
GILD,0.0
F,0.0
TSLA,0.15322
